"document_type","document_title","chapter","chapter_title","section","section_title","article_number","content","sub_items","level","chunk_id","char_count","is_semantic_chunk"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","一","第一章
招标投标基础知识
第九节
招标投标法律风险概述
一、招标投标风险的表现
招标投标风险主要表现为决策风险、技术风险、自然环境风险、
政策社会风险、企业运营管理风险、市场风险、组织协调风险以及法
律风险等，这些风险大多都是可以预测、预防和控制的。如果企业忽
视上述风险，缺乏有效应对措施，则将可能承担不利后果。（一）决策风险
企业因不熟悉国内外宏观经济政策以及经济运行情况、本行业现
状、国家产业政策、市场对本企业产品或服务的需求、企业主要客
户、供应商、竞争对手的有关情况以及与主要竞争对手的实力差距，
对本企业发展战略和规划、投融资计划、经营目标等信息掌握不全
面、不准确或不及时引起的在招标或者投标中作出决策时失误，导致
不利后果发生，如对未核准、资金不到位的项目进行招标，不论对于
招标人还是投标人都有很大风险。（二）技术风险
技术方案是招标的先决条件，没有一个完整可行的技术方案，就
无从谈及招标，因此招标之前应尽量完善技术方案，避免因技术上的
不确定性带来的风险。采购结果与采购预期目标差距较大的失败案例
比比皆是，主要原因就是技术方案不合理或有遗漏、错误导致的。（三）自然及环境风险
自然及环境风险，包括洪水、地震、火灾等不可抗力以及不明的
水文气象条件、复杂的工程地质条件等影响项目实施的风险因素。特
别是建设工程项目招标，起草招标文件时应充分考虑这些自然因素，
并要求投标人予以关注和重视，在投标时应充分考虑招标项目涉及的
相关因素。例如，因强降雨航班取消导致的不能及时赶到投标地点导
致的投标失败即常见情形。（四）政策社会风险
主要是由于国家产业政策调整、发生重大社会事件等影响招标投
标活动顺利进行的外在因素，如某工程招标工作已经开始，但此时国
家要求主设备必须实现国产化或者国产化率达到一定比例，导致已经
进行的招标必须中止或变更引起的损失，或者拆迁赔偿难度大等直接
导致项目搁置、延期甚至取消等潜在风险，这样的风险往往是难以预
防的。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__237_semantic_1","804","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","一","第一章
招标投标基础知识
第九节
招标投标法律风险概述
（五）运营管理风险
企业组织效能、管理理念、企业文化、人员结构与素质、业务流
程等因素直接决定着企业的经营管理水平，决定着招标或投标工作的
效率与结果，如在决定是否投标时如果企业管理效率低、内部各组织
间互相推诿扯皮，管理环节多，极容易贻误时机而失去投标机会或者
不能编制出高质量的投标文件。人力资源也是企业的重要资源，其中
参与招标投标活动的人员形形色色，招标人、招标代理机构或者投标
人的人员在招标投标过程中违规操作难以避免，直接影响招标投标的
公正性和合法性，最终也极有可能影响招标项目的正常实施。（六）市场风险
市场竞争状况、市场营销策略、材料设备的市场供求关系及价格
变化、主要客户、主要供应商的信用情况都直接影响着招标的成败，
如在招标中遇设备材料价格上涨，就将直接增加招标项目成本，因此
应采取适当的招标投标策略。（七）组织协调风险
招标投标工作需要招标人事前周密安排，需要招标人与投标人的
通力协作，招标方案设计合理、招标投标程序设置规范，将增加招标
投标的成功概率，反之则影响招标工作效率和项目进展。（八）法律风险
主要表现在招标人或投标人不熟悉国内外与本企业或招标项目相
关的社会、法律环境或影响企业的法律法规和政策而导致招标投标工
作的失误。因招标投标法律法规的不确定性或者变动导致的风险、招
标人或投标人未完全依照招标投标法律法规规范操作导致的风险、政
府部门的不作为或者非法干预导致的风险等，都将直接影响着招标投
标活动的合法性和程序的规范性。另外，招标结束后签订的合同是全
面反映招标投标结果最重要的法律文件，在起草合同时就应注意全面
考虑招标项目风险因素，做到条款完备、表述清晰、权责明确，否则
可能因合同内容的不完备、不尽合理而给招标人或投标人带来重大损
失。招标投标工作中时时处处都有可能发生风险。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__237_semantic_2","766","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","一","第一章
招标投标基础知识
第九节
招标投标法律风险概述
存在风险并不可
怕，关键是招标人、投标人要对收集、掌握的各类信息进行必要的筛
选、提炼、对比、分类、组合，以便进行风险评估，进而采取各种预
防措施防范风险扩大或者带来损失和不利影响。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__237_semantic_3","91","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","二","第一章
招标投标基础知识
第九节
招标投标法律风险概述
二、招标投标主要环节的法律风险
招标投标需要经过招标、投标、开标、评标、定标和商签合同等
几个环节。这些程序有的由招标人或投标人单方面组织进行，有的则
由招标人和投标人双方共同参加，协作完成。招标投标过程中各个环
节都潜藏着法律风险，稍有不慎，就极有可能违反招标投标法律法
规，严重的将影响招标投标活动的顺利进行和招标项目的进度，给招
标人或者投标人带来一定经济损失。（一）招标阶段的主要法律风险点
招标是招标人希望他人根据公开的招标文件向自己投标的意思表
示，是招标人单独所作的行为。从发出招标公告开始至投标截止时间为止，这段时间属于要约邀
请阶段，招标人需要发布招标公告、发售招标文件，并在不违背诚实
信用原则的前提下，可以对招标文件进行补充、修改，甚至撤销招标
公告，此时潜在投标人已经为投标做了准备，招标人因此如给潜在投
标人造成损失的，无须承担违约责任，但可能产生缔约过失责任。根
据《民法典》第五百条规定，当事人在订立合同过程中如果假借订立
合同，恶意进行磋商，故意隐瞒与订立合同有关的重要事实或者提供
虚假情况，或有其他违背诚实信用原则的行为给对方造成损失的，应
当承担损害赔偿责任。因此，招标阶段，招标人是否承担法律责任，
关键在于招标人是否有违背诚实信用原则的行为，主要是招标人在招
标公告、招标文件中如果有倾向性或限制性条款，将可能侵害潜在投
标人的合法利益，由此导致被投诉甚至要承担相应的法律责任。（二）投标阶段的主要法律风险点
投标是投标人响应招标，向招标人提交投标文件，希望中标的意
思表示，是投标人单独所作的行为。投标是不可撤销的要约。在投标有效期内，投标文件是不允许撤
销的，如果投标人此时撤销，必然给招标人带来风险，甚至导致招标
工作被迫停止（如因某一投标人撤销投标文件，不足3家投标而导致招
标失败）。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__238_semantic_1","768","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","二","第一章
招标投标基础知识
第九节
招标投标法律风险概述
投标人对其投标行为要慎重决策，认真制作投标文件，按
规定地点与时间投标，特别是要注意响应招标文件的各项要求，防止
投标无效、失标等风险。投标人为了谋求中标，经常发生串标围标、
低价抢标后抬高报价的行为，给招标人造成很大损失，对此招标人要
积极采取防范对策。投标文件的内容就是潜在的合同内容，不允许投
标人也不允许中标人在此过程中出尔反尔，作实质性变更。这些都给
招标投标当事人带来一定风险，招标人和投标人都应予以重视。（三）开标阶段的主要法律风险点
开标是招标投标的重要程序，就是招标人在规定的时间和地点，
在招标人或招标代理机构的主持下，邀请各投标人参加，当众公开拆
封投标文件（包括投标函件），宣布投标人的名称、投标报价及投标
保函等投标文件主要内容的过程。开标由招标人组织。开标仪式应当在招标文件确定的提交投标文
件截止时间的同一时间公开进行。开标地点应当为招标文件中预先确
定的地点。开标需要公布所有已接收的投标文件。若有一个投标人的
投标文件被开封宣读之后，就不能再允许投标人改变其投标。但实践
中经常发生招标人不在事前规定的地点和时间开标，可能导致部分潜
在投标人不能在投标截止时间前到指定地点递交投标文件而失去投标
资格，也存在开标程序不规范等问题。（四）评标阶段的主要法律风险点
评标就是招标人根据招标文件确定的评标标准和方法，对所有投
标人所报送的投标文件进行审查和比较，对项目报价、质量、工期、
技术参数等条件等进行评审、分析和比较，以选出最满意的中标人的
过程。评标过程必须在保密环境下开展，要求评标委员会必须客观公正
地评价每一份已经开标的投标文件，对所有投标人一视同仁，不得有
倾向性或者违反公平、公正原则的行为，否则导致评标结果不公。评
标过程中经常出现不按既定评标标准和方法评标、评委偏袒或倾向于
某一投标人，违规评标、错误否决投标、评标人干预评标等违纪违规
行为，损害招标人或投标人利益。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__238_semantic_2","810","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","二","第一章
招标投标基础知识
第九节
招标投标法律风险概述
（五）定标阶段的主要法律风险点
定标是指招标人在评标的基础上，根据评标报告推荐意见最终确
定中标人，或者评标委员会根据授权直接确定中标人的行为，也称“决
标”“授标”，这也是招标人的单独行为。定标的结果是招标人向中标人发出中标通知书，双方都有义务按
照招标投标结果签订合同。招标人把自己确定中标人的决定书面通知
投标人，对中标的投标人而言是自己希望中标的愿望得以实现，即为
“中标”。“确定中标人”不等于“确定合法的中标人”，只是说明招标人对
评标委员会的选择符合招标要求的条件最优者（未必是报价最低者）
作为中标人的建议作出了决定而已，招标投标活动的有效与否，与定
标行为的合法性有关。在这一环节，主要存在定标迟延、违规定标、
逾期发出中标通知书等问题，影响招标投标活动的有效性。（六）合同订立阶段的主要法律风险点
签订合同习惯上也称“授予合同”，因为它实际上是由招标人将合
同授予中标人并由双方签署的行为。签订合同是招标人与中标的投标
人双方共同的行为。这一阶段，放弃中标、拒绝签约、转包、违法分
包的现象时有发生，损害另一方当事人利益。如前所述，招标投标过程（合同签订之前）就是要约邀请—要约
—承诺的过程，招标人或投标人因违反诚实信用原则的行为必然导致
缔约过失责任的承担。招标代理机构如果违规操作，对招标人要承担
违约责任，对投标人也要承担侵权责任。可以说，招标投标过程主要
是一个法律程序运转过程，必须严格按照法定程序规范操作，否则每
个环节隐含的法律风险都将有可能变为现实，严重的将导致招标无
效、投标无效、评标无效、中标无效并承担法律责任等后果。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__238_semantic_3","681","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","二","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[1] 为行文简化需要，本书引用的法律、行政法规名称皆为简称，主要有：《中华人民共
和国招标投标法》简称为《招标投标法》，《中华人民共和国民法典》简称为《民法典》，
《中华人民共和国政府采购法》简称为《政府采购法》，《中华人民共和国刑法》简称为《刑
法》，《中华人民共和国公司法》简称为《公司法》，《中华人民共和国民事诉讼法》简称为
《民事诉讼法》，《中华人民共和国建筑法》简称为《建筑法》，《中华人民共和国立法法》
简称为《立法法》，《中华人民共和国招标投标法实施条例》简称为《招标投标法实施条
例》，《中华人民共和国政府采购法实施条例》简称为《政府采购法实施条例》。[2] 白如银编著：《招标投标法注释书》，中国民主法制出版社2021年版，第3页。[3] 曹富国：《中国招标投标原理与适用》，机械工业出版社2002年版，第2页。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__238_semantic_4","366","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","二","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[4] 《巡游出租汽车经营服务管理规定》（2021年修正）（交通运输部令2021年第16号）。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__238_semantic_5","47","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以
上地方人民政府出租汽车行政主管部门应当根据投标人提供的运营方案、服务质量状况或者服
务质量承诺、车辆设备和安全保障措施等因素，择优配置巡游出租汽车的车辆经营权，向中标
人发放车辆经营权证明，并与中标人签订经营协议。”国家发展改革委、国家能源局《有序放
开配电网业务管理办法》（发改经体〔2016〕2120号）第七条规定：“符合条件的市场主体依
据规划向地方政府能源管理部门申请作为增量配电网项目的业主。地方政府能源管理部门应当
通过招标等市场化机制公开、公平、公正优选确定项目业主，明确项目建设内容、工期、供电
范围并签订协议。”国家能源局、国家海洋局《海上风电开发建设管理办法》（国能新能
〔2016〕394号）第十五条规定：“鼓励海上风电项目采取招标方式选择开发投资企业……”
[5] 本书案例素材均来源于中国裁判文书网，后文均一一标注案号。本案为张家界市中级
人民法院张家界安某出租车有限公司、张家界飞某出租汽车有限公司与张家界市道路运输管理
局出租汽车经营权出让招标纠纷一案一审行政判决书（2014）张中行初字第27号。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_1","506","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[6] 来源：中华人民共和国全国人民代表大会常务委员会公报1999年5期，第442—446页。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_2","47","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[7] 白如银编著：《招标投标法注释书》，中国民主法制出版社2021年版，第48页。[8] 毛林繁、李帅锋编著：《招标投标法条文辨析及案例分析》，中国建筑工业出版社
2013 年版，第28页。[9] 白如银主编，张志军、沈磊副主编：《招标投标焦点难点探析》，中国电力出版社
2017年版，第19页。另参见张志军：《试论招标投标活动中的公平原则》，载《招标与投标》
2015年第4 期。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_3","192","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[10] 江苏省东台市人民法院（2017）苏0981民初3976号陈某均与某市堤闸管理处合同纠纷
一审民事判决书。[11] 本案例素材来源于中国裁判文书网，（2016）京01民终2354号民事判决书。[12] 王俊安：《招标投标案例分析》，中国建材工业出版社2005年版，第189页。[13] 岳小川：《〈政府采购货物和服务招标投标管理办法〉解读》，经济科学出版社2018
年版，第21页。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_4","195","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[14] 社会中介组织，也叫市场中介组织，指那些介于政府与企业之间、商品生产者与经营
者之间、个人与单位之间，为市场主体提供信息、培训、经纪、法律咨询等服务，并在企业之
间、政府与企业之间、个人与单位之间、国内与国外企业之间从事协调、评价、评估、检验、
仲裁等活动，旨在激发市场活力的机构或组织。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_5","148","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
（见毛林繁、李帅锋编著：《招标投标法条文
辨析及案例分析》，中国建筑工业出版社2013年版，第57页。）
[15] 联合国维也纳办事处：《贸易法委员会公共采购示范法颁布指南》，经济科学出版
社，2014年版，第57页。[16] 国家计委政策法规司、国务院法制办财政金融法制司编著：《中华人民共和国招标投
标法释义》，中国计划出版社1999年版，第26页。[17] 林善谋编著：《招标投标法适用与案例评析》，机械工业出版社2004年版，第72页。[18] 国家发展和改革委员会法规司、国务院法制办公室财金司、监察部执法监察司编著：
《中华人民共和国招标投标法实施条例释义》，中国计划出版社2012年版，第76页。[19] 王俊安：《招标投标案例分析》，中国建材工业出版社2005年版，第163页。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_6","347","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[20] 本案例素材来源于中国裁判文书网，（2009）嘉秀商初字第1188号民事判决书，二审
判决（2009）浙嘉商终字第597号维持原判。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_7","70","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第一章","招标投标基础知识","第九节","招标投标法律风险概述","第十三条规定：“国家鼓励通过服务质量招投标方式配置巡游出租汽车的车辆经营权。县级以","第一章
招标投标基础知识
第九节
招标投标法律风险概述
[21] 朱中华：《最新招标投标法律实务操作》，中国法制出版社2014年版，第312页。[22] 朱晋华、孙建文编著：《互联网+电子招标采购实务教程》，电子工业出版社2016年
版，第129页。[23] 本案例素材来源于中国裁判文书网，（2016）鲁01民终2030号民事判决书。[24] 本案例素材来源于裁判文书网，（2014）渝一中法行终字第00464号行政判决书。[25] 国家发展和改革委员会法规司、国务院法制办公室财金司、监察部执法监察司编著：
《中华人民共和国招标投标法实施条例释义》，中国计划出版社2012年版，第5页。[26] 朱建元主编：《招标师实务操作问答精选》，知识产权出版社2010年版，第10页。[27] 本案例素材来源于中国裁判文书网，（2014）民一终字第302号民事判决书。[28] 本案例素材来源于中国裁判文书网，（2013）鄂荆州中民一初字第00007号民事判决
书。[29] 本案例素材来源于中国裁判文书网，（2014）青民一终字第64号事判决书。[30] 本案例素材来源于裁判文书网，（2014）海民初字第5740号民事判决书。[31] 国家发展和改革委员会法规司、国务院法制办公室财金司、监察部执法监察司编著：
《中华人民共和国招标投标法实施条例释义》，中国计划出版社2012年版，第29页。[32] 李显冬主编：《〈中华人民共和国招标投标法实施条例〉条文理解与案例适用》，中
国法制出版社2013年版，第52页。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__239_semantic_8","628","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","None","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
《招标投标法》第九条规定：“招标项目按照国家有关规定需要履
行项目审批手续的，应当先履行审批手续，取得批准。招标人应当有
进行招标项目的相应资金或者资金来源已经落实，并应当在招标文件
中如实载明。”《招标投标法实施条例》第七条规定：“按照国家有关
规定需要履行项目审批、核准手续的依法必须进行招标的项目，其招
标范围、招标方式、招标组织形式应当报项目审批、核准部门审批、
核准。项目审批、核准部门应当及时将审批、核准确定的招标范围、
招标方式、招标组织形式通报有关行政监督部门。”据此可知，招标项
目依法应具备的先决条件为：一是需要履行项目审批、核准手续的项
目必须取得审批、核准文件；二是落实项目资金；三是报请核准招标
方案。落实这些先决条件，是招投标活动合法有序开展的基础和前
提。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__240","343","False"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","一","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
一、项目审批、核准
（一）投资项目实行审批、核准或备案制度
我国对投资项目实行审批、核准或备案制度，这是一种行政许
可，目的是确保投资项目符合国家法律法规、政策以及国家、行业发
展规划。根据《国务院关于投资体制改革的决定》（国发〔2004〕20
号）规定，使用政府性资金投资建设的项目适用审批方式。对于企业
不使用政府投资建设的项目，区别不同情况实行核准制和备案制。关于需要审批的政府投资项目，按照《政府投资条例》（国务院
令第712号）《中央预算内直接投资项目管理办法》《国家发展改革委
关于审批地方政府投资项目的有关规定（暂行）》（发改投资
〔2005〕1329号）以及各地方政府出台的政府投资项目审批管理的有
关程序和要求执行。2016年11月30日，国务院发布第673号令《企业投资项目核准和备
案管理条例》，这是我国固定资产投资领域第一部行政法规，专门规
范政府对企业投资项目的核准和备案行为，事业单位、社会团体等非
企业组织在中国境内投资建设的固定资产投资项目也适用本条例，但
通过预算安排的固定资产投资项目除外。根据该条例规定，政府对关
系国家安全、涉及全国重大生产力布局、战略性资源开发和重大公共
利益等项目，实行核准管理，具体项目范围以及核准机关、核准权限
依照政府核准的投资项目目录执行。目前，比较新的规定是国务院发
布的《政府核准的投资项目目录（2016年本）》（国发〔2016〕72
号）。企业投资建设目录以内的项目适用核准方式，由政府主管部门
核准项目申请报告，如火电站（含自备电站）项目由省级政府核准，
风电站项目由地方政府在国家依据总量控制制定的建设规划及年度开
发指导规模内核准，核电站项目由国务院核准。目录外的项目，实行
备案管理。事业单位、社会团体等投资建设的项目，也按照本目录执
行。外商投资项目实行核准制。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__241_semantic_1","773","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","一","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
（二）履行批准、核准程序后再行招标
招标项目需要事先报经审批、核准的，必须在项目主管部门批
准、核准之后方可实施招标。《招标投标法》第九条明确规定，招标
项目按照国家有关规定需要履行项目审批手续的，应当先履行审批手
续，取得批准。在取得批准后，才可以招标。对于开工有要求的，还
必须履行开工手续。实践中强制招标项目，以及虽然不属于强制招标
项目，但属于政府平衡建设和生产条件的项目或者国家限制发展的项
目，也需要按照规定办理报批手续。审批主要内容是立项（可行性）
审批、投资规模审批、资金来源审批、安全性审批、环境保护审批
等。《招标投标法》第三条规定的依法必须招标的工程建设项目，都
属基础设施、公用事业等关系社会公共利益、公众安全的项目，全部
或者部分使用国有资金投资或国家融资的项目，都是关系国计民生的
重要项目，根据国家有关规定需要立项审批或核准，而且审批、核准
工作应当在招标前完成。一般来说，这些项目主要报国家发展改革委
和地方各级发展改革委等部门审批，有些重大项目还需报国务院批
准。而且一般在办理项目审批、核准之前还要先取得环境保护、水
利、国土资源、规划等部门审核同意的支持性文件。《政府核准的投资项目目录（2016年本）》规定了政府核准的投
资项目的12类具体项目范围（农业水利、能源、交通运输、信息产
业、原材料、机械制造等）以及核准机关、核准权限。比如，有关能
源项目的核准权限分别是：
水电站：在跨界河流、跨省（区、市）河流上建设的单站总装机
容量50万千瓦及以上项目由国务院投资主管部门核准，其中单站总装
机容量300万千瓦及以上或者涉及移民1万人及以上的项目由国务院核
准。其余项目由地方政府核准。抽水蓄能电站：由省级政府按照国家制定的相关规划核准。火电站（含自备电站）：由省级政府核准，其中燃煤燃气火电项
目应在国家依据总量控制制定的建设规划内核准。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__241_semantic_2","791","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","一","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
热电站（含自备电站）：由地方政府核准，其中抽凝式燃煤热电
项目由省级政府在国家依据总量控制制定的建设规划内核准。风电站：由地方政府在国家依据总量控制制定的建设规划及年度
开发指导规模内核准。核电站：由国务院核准。电网工程：涉及跨境、跨省（区、市）输电的±500千伏及以上直
流项目，涉及跨境、跨省（区、市）输电的500千伏、750千伏、1000
千伏交流项目，由国务院投资主管部门核准，其中±800千伏及以上直
流项目和1000千伏交流项目报国务院备案。不涉及跨境、跨省（区、
市）输电的±500千伏及以上直流项目和500千伏、750千伏、1000千伏
交流项目由省级政府按照国家制定的相关规划核准，其余项目由地方
政府按照国家制定的相关规划核准。煤矿：国家规划矿区内新增年生产能力120万吨及以上煤炭开发项
目由国务院行业管理部门核准，其中新增年生产能力500万吨及以上的
项目由国务院投资主管部门核准并报国务院备案。国家规划矿区内的
其余煤炭开发项目和一般煤炭开发项目由省级政府核准。国家规定禁
止建设或列入淘汰退出范围的项目，不得核准。煤制燃料：年产超过20亿立方米的煤制天然气项目、年产超过100
万吨的煤制油项目，由国务院投资主管部门核准。液化石油气接收、存储设施（不含油气田、炼油厂的配套项
目）：由地方政府核准。进口液化天然气接收、储运设施：新建（含异地扩建）项目由国
务院行业管理部门核准，其中新建接收储运能力300万吨及以上的项目
由国务院投资主管部门核准并报国务院备案。其余项目由省级政府核
准。输油管网（不含油田集输管网）：跨境、跨省（区、市）干线管
网项目由国务院投资主管部门核准，其中跨境项目报国务院备案。其
余项目由地方政府核准。输气管网（不含油气田集输管网）：跨境、跨省（区、市）干线
管网项目由国务院投资主管部门核准，其中跨境项目报国务院备案。其余项目由地方政府核准。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__241_semantic_3","800","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","一","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
炼油：新建炼油及扩建一次炼油项目由省级政府按照国家批准的
相关规划核准。未列入国家批准的相关规划的新建炼油及扩建一次炼
油项目，禁止建设。变性燃料乙醇：由省级政府核准。招标人必须坚持先审批、核准后再招标，对于依据国家有关规定
应批准、核准而未经批准、核准的项目，或违反审批、核准权限批
准、核准的项目均不得进行招标。《工程建设项目申报材料增加招标
内容和核准招标事项暂行规定》第六条规定：“经项目审批、核准部门
审核、批准，工程建设项目因特殊情况可以在报送可行性研究报告或
者资金申请报告、项目申请报告前先行开展招标活动，但应在报送的
可行性研究报告或资金申请报告、项目申请报告中予以说明。项目审
批、核准部门认定先行开展的招标活动中有违背法律、法规的情形
的，应要求其纠正。”因此，如果确实需要加快进度或者急需建设的项
目，应当抓紧向项目审批、核准部门提出可以先行招标采购或者采取
其他采购方式的申请，经批准后实施。对于依据国家有关规定应审
批、核准而未经审批、核准的项目，或违反审批、核准权限审批、核
准的项目，均不得进行招标。对于国家未规定必须进行审批、核准的
项目，招标人可以自行决定何时招标。相关案例2-1 “未批先招”引起赔偿案
某化工厂新建厂房招标，有4家建筑公司按要求制作了投标文件。在递交投标文件当天，化工厂工作人员告知各投标人，因该项目临近
市区，存在环境污染的重大隐患，市政府相关部门不同意在原定地点
建化工厂，该项目核准手续未通过，因此化工厂决定停止建设厂房，
终止招标。双方由于投标成本承担问题产生争议，6家建筑公司起诉化
工厂要求赔偿损失。法院认为，《招标投标法》第九条第一款规定：“招标项目按照
国家有关规定需要履行项目审批手续的，应当先履行审批手续，取得
批准。”但本案招标人在招标过程中隐瞒了项目未获核准即开展工程
招标的事实，违反了诚实信用原则，存在重大过失，应承担缔约过失
责任。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__241_semantic_4","809","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第一节","招标项目应满足的先决条件","一","第二章
招标阶段法律实务
第一节
招标项目应满足的先决条件
《合同法》第四十二条（现《民法典》第五百条）规定：“当
事人在订立合同过程中有下列情形之一，给对方造成损失的，应当承
担损害赔偿责任：（一）假借订立合同，恶意进行磋商。（二）故意
隐瞒与订立合同有关的重要事实或者提供虚假情况。（三）有其他违
背诚实信用原则的行为。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__241_semantic_5","132","True"
